[2022-11-13 17:50:46,312][main.py][line:2119][INFO] Namespace(task_type='ASTE', dataset_type='ASTE', data_path='./data', log_path='./log', save_model_path='./checkpoint/2022-11-13-17-50-45-', model_name='BMRC', work_nums=1, mode='train', checkpoint_path='./model/final_2.pth', bert_model_type='../../bert/bert-base-uncased', hidden_size=768, inference_beta=0.8, gpu=True, epoch_num=20, batch_size=2, learning_rate=0.001, tuning_bert_rate=1e-05, warm_up=0.1, beta=1, add_note='')
[2022-11-13 17:50:46,313][main.py][line:2121][INFO] loading data......
[2022-11-13 17:50:47,291][main.py][line:2144][INFO] initial optimizer......
[2022-11-13 17:50:47,303][main.py][line:2156][INFO] New model and optimizer from epoch 1
[2022-11-13 17:50:51,879][main.py][line:2193][INFO] begin training......
[2022-11-13 17:50:51,883][main.py][line:2234][INFO] train
[2022-11-13 17:51:10,826][main.py][line:2464][INFO] Epoch:[1/20]	 Batch:[100/460]	 Loss Sum:37.5505	 forward Loss:8.8444;9.6391	 backward Loss:9.0434;8.5313	 Sentiment Loss:1.4923	
[2022-11-13 17:51:26,062][main.py][line:2464][INFO] Epoch:[1/20]	 Batch:[200/460]	 Loss Sum:54.5665	 forward Loss:15.3296;12.1917	 backward Loss:11.1456;13.0383	 Sentiment Loss:2.8613	
[2022-11-13 17:51:41,357][main.py][line:2464][INFO] Epoch:[1/20]	 Batch:[300/460]	 Loss Sum:73.0986	 forward Loss:15.5293;14.2491	 backward Loss:22.483;16.2667	 Sentiment Loss:4.5705	
[2022-11-13 17:51:55,369][main.py][line:2464][INFO] Epoch:[1/20]	 Batch:[400/460]	 Loss Sum:48.1471	 forward Loss:6.3985;9.4272	 backward Loss:16.7703;14.3668	 Sentiment Loss:1.1842	
[2022-11-13 17:52:10,834][main.py][line:2551][INFO] dev
[2022-11-13 17:52:39,983][main.py][line:1236][INFO] Triplet - Precision: 0.3846153832705756	Recall: 0.32640949458038726	F1: 0.3531295182691092
[2022-11-13 17:52:39,983][main.py][line:1242][INFO] Aspect - Precision: 0.6502463022155355	Recall: 0.473118277874128	F1: 0.5477173524823127
[2022-11-13 17:52:39,984][main.py][line:1247][INFO] Opinion - Precision: 0.7511520702711886	Recall: 0.4836795237873011	F1: 0.5884471747648164
[2022-11-13 17:52:39,984][main.py][line:1253][INFO] Aspect-Sentiment - Precision: 0.5418719185129462	Recall: 0.39426523156177334	F1: 0.456431045807239
[2022-11-13 17:52:39,984][main.py][line:1261][INFO] Aspect-Opinion - Precision: 0.4475524459875789	Recall: 0.37982195732990515	F1: 0.4109144298010017
